Detailed Statistics Airborne Time  
Origin Airport: Seattle, WA: Seattle/Tacoma International (SEA)
Destination Airport: Dallas/Fort Worth, TX: Dallas/Fort Worth International (DFW)
Airline: American Airlines Inc. (AA)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2023

Carrier Code,Date (MM/DD/YYYY),Flight_Number,Tail Number,Origin Airport,Destination Airport,Airborne Time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"AA","06/21/2023","0568","N568UW","SEA","DFW","200","0","0","63","0","0"
"AA","06/21/2023","1667","N434AN","SEA","DFW","0","0","0","0","0","0"
"AA","06/21/2023","1992","N182UW","SEA","DFW","199","0","0","0","0","25"
"AA","06/21/2023","2472","N844NN","SEA","DFW","208","16","0","2","0","0"
"AA","06/21/2023","2748","N151UW","SEA","DFW","215","0","0","0","0","0"
"AA","06/21/2023","2767","N124AA","SEA","DFW","203","0","0","0","0","0"
"AA","06/21/2023","2769","N155UW","SEA","DFW","199","0","0","0","0","0"
"AA","06/22/2023","1326","N997AA","SEA","DFW","222","16","0","9","0","76"
"AA","06/22/2023","1667","N405AN","SEA","DFW","194","37","0","4","0","0"
"AA","06/22/2023","1992","N583UW","SEA","DFW","204","0","0","0","0","138"
"AA","06/22/2023","2472","N866NN","SEA","DFW","224","4","0","17","0","0"
"AA","06/22/2023","2748","N192UW","SEA","DFW","208","0","0","0","0","0"
"AA","06/22/2023","2767","N152AA","SEA","DFW","202","36","0","0","0","0"
"AA","06/22/2023","2769","N587UW","SEA","DFW","212","0","0","0","0","353"
"AA","06/23/2023","1326","N994AN","SEA","DFW","204","0","0","9","0","27"
"AA","06/23/2023","1667","N429AN","SEA","DFW","210","0","0","0","0","0"
"AA","06/23/2023","1876","N973UY","SEA","DFW","221","0","0","0","0","0"
"AA","06/23/2023","1992","N560UW","SEA","DFW","190","0","0","0","0","60"
"AA","06/23/2023","2472","N562UW","SEA","DFW","210","2","0","6","0","24"
"AA","06/23/2023","2748","N914UY","SEA","DFW","205","63","0","0","0","0"
"AA","06/23/2023","2767","N902AA","SEA","DFW","202","0","0","0","0","0"
"AA","06/23/2023","2769","N171US","SEA","DFW","202","8","0","0","0","20"
"AA","06/24/2023","1326","N987AM","SEA","DFW","194","0","0","0","0","0"
"AA","06/24/2023","1667","N450AN","SEA","DFW","208","0","0","0","0","0"
"AA","06/24/2023","1876","N171US","SEA","DFW","189","0","0","0","0","0"
"AA","06/24/2023","1992","N542UW","SEA","DFW","192","0","0","22","0","52"
"AA","06/24/2023","2472","N933NN","SEA","DFW","194","0","0","0","0","0"
"AA","06/24/2023","2748","N535UW","SEA","DFW","192","19","0","0","0","0"
"AA","06/24/2023","2767","N143AN","SEA","DFW","191","0","0","0","0","0"
"AA","06/24/2023","2769","N173US","SEA","DFW","188","0","0","0","0","0"
"AA","06/25/2023","1326","N167AN","SEA","DFW","196","9","0","12","0","0"
"AA","06/25/2023","1667","N457AM","SEA","DFW","193","0","0","0","0","0"
"AA","06/25/2023","1992","N523UW","SEA","DFW","200","0","0","0","0","53"
"AA","06/25/2023","2472","N816NN","SEA","DFW","196","0","0","0","0","0"
"AA","06/25/2023","2748","N584UW","SEA","DFW","196","0","0","0","0","0"
"AA","06/25/2023","2767","N431AN","SEA","DFW","194","0","0","0","0","0"
"AA","06/25/2023","2769","N980UY","SEA","DFW","209","0","0","0","0","0"
"AA","06/26/2023","1326","N929AA","SEA","DFW","196","0","0","0","0","0"
"AA","06/26/2023","1667","N442AN","SEA","DFW","193","0","0","0","0","0"
"AA","06/26/2023","1876","N174US","SEA","DFW","194","0","0","0","0","0"
"AA","06/26/2023","1992","N546UW","SEA","DFW","224","0","0","22","0","9"
"AA","06/26/2023","2472","N940NN","SEA","DFW","201","0","0","0","0","0"
"AA","06/26/2023","2748","N162UW","SEA","DFW","0","0","0","0","0","0"
"AA","06/26/2023","2767","N439AN","SEA","DFW","200","0","0","0","0","0"
"AA","06/26/2023","2769","N558UW","SEA","DFW","199","0","0","0","0","0"
"AA","06/27/2023","1667","N422AN","SEA","DFW","197","0","0","0","0","0"
"AA","06/27/2023","1992","N551UW","SEA","DFW","197","0","0","0","0","0"
"AA","06/27/2023","2472","N953NN","SEA","DFW","200","0","0","0","0","0"
"AA","06/27/2023","2748","N173US","SEA","DFW","200","0","0","0","0","0"
"AA","06/27/2023","2767","N932AM","SEA","DFW","200","0","0","0","0","0"
"AA","06/27/2023","2769","N923US","SEA","DFW","201","0","0","0","0","0"
"AA","06/28/2023","0568","N554UW","SEA","DFW","202","0","0","0","0","0"
"AA","06/28/2023","1667","N414AL","SEA","DFW","199","0","0","0","0","0"
"AA","06/28/2023","1992","N587UW","SEA","DFW","198","0","0","0","0","17"
"AA","06/28/2023","2472","N839NN","SEA","DFW","202","0","0","0","0","0"
"AA","06/28/2023","2748","N178US","SEA","DFW","201","0","0","0","0","0"
"AA","06/28/2023","2767","N153AN","SEA","DFW","202","0","0","0","0","0"
"AA","06/28/2023","2769","N975UY","SEA","DFW","200","104","0","0","0","1787"
"AA","06/29/2023","1326","N904AA","SEA","DFW","208","0","0","0","0","0"
"AA","06/29/2023","1667","N457AM","SEA","DFW","197","0","0","0","0","0"
"AA","06/29/2023","1992","N161UW","SEA","DFW","205","31","0","0","0","8"
"AA","06/29/2023","2472","N832NN","SEA","DFW","204","0","0","0","0","0"
"AA","06/29/2023","2748","N559UW","SEA","DFW","198","0","0","0","0","0"
"AA","06/29/2023","2767","N176UW","SEA","DFW","201","0","0","0","0","0"
"AA","06/29/2023","2769","N552UW","SEA","DFW","219","0","0","0","0","0"
"AA","06/30/2023","1326","N132AN","SEA","DFW","204","25","0","0","0","23"
"AA","06/30/2023","1667","N452AN","SEA","DFW","196","0","0","0","0","0"
"AA","06/30/2023","1876","N163AA","SEA","DFW","208","0","0","0","0","0"
"AA","06/30/2023","1992","N170US","SEA","DFW","200","0","0","0","0","0"
"AA","06/30/2023","2472","N914UY","SEA","DFW","226","9","0","23","0","0"
"AA","06/30/2023","2748","N539UW","SEA","DFW","198","0","0","0","0","0"
"AA","06/30/2023","2767","N144AN","SEA","DFW","0","0","0","0","0","0"
"AA","06/30/2023","2769","N997AA","SEA","DFW","208","44","0","0","0","0"
"AA","07/01/2023","1326","N141NN","SEA","DFW","198","0","0","0","0","0"
"AA","07/01/2023","1667","N460AN","SEA","DFW","190","0","0","0","0","0"
"AA","07/01/2023","1876","N997AA","SEA","DFW","197","0","0","0","0","0"
"AA","07/01/2023","1992","N927UW","SEA","DFW","194","0","0","0","0","0"
"AA","07/01/2023","2472","N864NN","SEA","DFW","194","0","0","0","0","0"
"AA","07/01/2023","2748","N534UW","SEA","DFW","199","0","0","0","0","0"
"AA","07/01/2023","2767","N933AM","SEA","DFW","197","0","0","0","0","0"
"AA","07/01/2023","2769","N536UW","SEA","DFW","195","11","0","0","0","5"
"AA","07/02/2023","1326","N125AA","SEA","DFW","198","0","0","0","0","0"
"AA","07/02/2023","1667","N447AN","SEA","DFW","193","0","0","0","0","0"
"AA","07/02/2023","2472","N576UW","SEA","DFW","197","0","0","0","0","0"
"AA","07/02/2023","2748","N970UY","SEA","DFW","197","0","0","0","0","606"
"AA","07/02/2023","2767","N400AN","SEA","DFW","194","0","0","0","0","0"
"AA","07/02/2023","2769","N148AN","SEA","DFW","200","0","0","0","0","0"
"AA","07/03/2023","1667","N467AL","SEA","DFW","189","0","0","0","0","0"
"AA","07/03/2023","1992","N918US","SEA","DFW","194","0","0","0","0","0"
"AA","07/03/2023","2472","N908NN","SEA","DFW","196","0","0","0","0","0"
"AA","07/03/2023","2748","N438AN","SEA","DFW","225","0","0","18","0","489"
"AA","07/03/2023","2767","N164NN","SEA","DFW","190","0","0","0","0","0"
"AA","07/03/2023","2769","N998AN","SEA","DFW","203","0","0","0","0","0"
"AA","07/04/2023","1667","N428AA","SEA","DFW","189","0","0","0","0","0"
"AA","07/04/2023","1992","N165US","SEA","DFW","191","0","0","0","0","0"
"AA","07/04/2023","2472","N301PA","SEA","DFW","193","0","0","0","0","0"
"AA","07/04/2023","2748","N579UW","SEA","DFW","190","25","0","0","0","0"
"AA","07/04/2023","2767","N167AN","SEA","DFW","202","0","0","0","0","0"
"AA","07/04/2023","2769","N584UW","SEA","DFW","196","0","0","0","0","0"
"AA","07/05/2023","1667","N420AN","SEA","DFW","192","0","0","0","0","0"
"AA","07/05/2023","2415","N159AN","SEA","DFW","192","0","0","0","0","0"
"AA","07/05/2023","2472","N935NN","SEA","DFW","192","0","0","0","0","0"
"AA","07/05/2023","2748","N572UW","SEA","DFW","193","0","0","0","0","0"
"AA","07/05/2023","2767","N987AM","SEA","DFW","194","4","0","0","0","83"
"AA","07/05/2023","2769","N976UY","SEA","DFW","201","0","0","0","0","0"
"AA","07/06/2023","1326","N196UW","SEA","DFW","202","0","0","0","0","0"
"AA","07/06/2023","1489","N553UW","SEA","DFW","184","0","0","0","0","0"
"AA","07/06/2023","1667","N427AN","SEA","DFW","190","0","0","0","0","0"
"AA","07/06/2023","2415","N905AU","SEA","DFW","199","0","0","0","0","0"
"AA","07/06/2023","2472","N974AN","SEA","DFW","185","0","0","0","0","0"
"AA","07/06/2023","2748","N179UW","SEA","DFW","191","0","0","0","0","0"
"AA","07/06/2023","2767","N150NN","SEA","DFW","189","0","0","0","0","0"
"AA","07/06/2023","2769","N919US","SEA","DFW","190","0","0","0","0","0"
"AA","07/07/2023","1326","N156AN","SEA","DFW","181","0","0","0","0","82"
"AA","07/07/2023","1489","N179UW","SEA","DFW","188","0","0","0","0","0"
"AA","07/07/2023","1667","N467AL","SEA","DFW","182","0","0","0","0","0"
"AA","07/07/2023","2415","N995AN","SEA","DFW","189","34","0","0","0","32"
"AA","07/07/2023","2472","N130AN","SEA","DFW","189","0","0","0","0","0"
"AA","07/07/2023","2748","N173US","SEA","DFW","195","0","0","0","0","0"
"AA","07/07/2023","2767","N929AA","SEA","DFW","185","0","0","0","0","0"
"AA","07/07/2023","2769","N559UW","SEA","DFW","184","398","0","0","0","660"
"AA","07/08/2023","1326","N540UW","SEA","DFW","190","0","0","0","0","0"
"AA","07/08/2023","1667","N436AN","SEA","DFW","187","0","0","0","0","0"
"AA","07/08/2023","2415","N148AN","SEA","DFW","205","18","0","4","0","0"
"AA","07/08/2023","2472","N847NN","SEA","DFW","186","6","0","0","0","15"
"AA","07/08/2023","2748","N912UY","SEA","DFW","196","0","0","0","0","0"
"AA","07/08/2023","2767","N153AN","SEA","DFW","175","4","0","0","0","82"
"AA","07/08/2023","2769","N544UW","SEA","DFW","183","0","0","0","0","0"
"AA","07/09/2023","1326","N190UW","SEA","DFW","189","19","0","0","0","0"
"AA","07/09/2023","1489","N179UW","SEA","DFW","194","6","0","0","0","56"
"AA","07/09/2023","1667","N439AN","SEA","DFW","186","0","0","0","0","0"
"AA","07/09/2023","2415","N901AA","SEA","DFW","190","8","0","0","0","15"
"AA","07/09/2023","2472","N950NN","SEA","DFW","195","0","0","0","0","0"
"AA","07/09/2023","2748","N923US","SEA","DFW","187","0","0","0","0","0"
"AA","07/09/2023","2767","N546UW","SEA","DFW","192","0","0","0","0","0"
"AA","07/09/2023","2769","N155UW","SEA","DFW","191","22","0","0","0","63"
"AA","07/10/2023","1326","N145AN","SEA","DFW","188","0","0","0","0","0"
"AA","07/10/2023","1667","N557UW","SEA","DFW","191","34","0","0","0","122"
"AA","07/10/2023","2415","N185UW","SEA","DFW","185","81","0","0","0","281"
"AA","07/10/2023","2472","N943AN","SEA","DFW","194","0","0","0","0","0"
"AA","07/10/2023","2748","N458AL","SEA","DFW","192","0","0","0","0","0"
"AA","07/10/2023","2767","N138AN","SEA","DFW","192","0","0","0","0","0"
"AA","07/10/2023","2769","N136AN","SEA","DFW","189","0","0","0","0","0"
"AA","07/11/2023","1326","N543UW","SEA","DFW","190","0","0","0","0","67"
"AA","07/11/2023","1667","N440AN","SEA","DFW","183","0","15","0","0","0"
"AA","07/11/2023","2415","N147AA","SEA","DFW","187","0","0","0","0","0"
"AA","07/11/2023","2472","N986AN","SEA","DFW","186","4","0","4","0","55"
"AA","07/11/2023","2748","N975UY","SEA","DFW","194","0","0","0","0","0"
"AA","07/11/2023","2767","N993AN","SEA","DFW","185","0","0","0","0","0"
"AA","07/11/2023","2769","N933AM","SEA","DFW","185","0","0","0","0","0"
"AA","07/12/2023","1667","N455AN","SEA","DFW","191","0","0","0","0","0"
"AA","07/12/2023","2415","N995AN","SEA","DFW","188","0","0","0","0","0"
"AA","07/12/2023","2472","N991AN","SEA","DFW","192","0","0","0","0","0"
"AA","07/12/2023","2748","N143AN","SEA","DFW","193","0","0","0","0","0"
"AA","07/12/2023","2767","N993AN","SEA","DFW","190","0","0","0","0","0"
"AA","07/12/2023","2769","N544UW","SEA","DFW","192","0","0","0","0","0"
"AA","07/13/2023","1326","N197UW","SEA","DFW","187","0","0","0","0","0"
"AA","07/13/2023","1489","N150UW","SEA","DFW","195","0","0","0","0","0"
"AA","07/13/2023","1667","N419AN","SEA","DFW","191","0","0","0","0","0"
"AA","07/13/2023","2415","N988AL","SEA","DFW","191","0","0","0","0","0"
"AA","07/13/2023","2472","N899NN","SEA","DFW","192","0","0","0","0","0"
"AA","07/13/2023","2748","N971UY","SEA","DFW","189","0","0","0","0","0"
"AA","07/13/2023","2767","N161AA","SEA","DFW","188","0","0","0","0","0"
"AA","07/13/2023","2769","N129AA","SEA","DFW","192","0","0","0","0","0"
"AA","07/14/2023","1326","N180US","SEA","DFW","197","0","0","0","0","0"
"AA","07/14/2023","1489","N538UW","SEA","DFW","199","0","0","0","0","0"
"AA","07/14/2023","1667","N435AN","SEA","DFW","186","26","0","0","0","0"
"AA","07/14/2023","2415","N151AN","SEA","DFW","194","4","0","0","0","33"
"AA","07/14/2023","2472","N990AU","SEA","DFW","187","0","0","0","0","0"
"AA","07/14/2023","2748","N519UW","SEA","DFW","193","0","0","0","0","0"
"AA","07/14/2023","2767","N133AN","SEA","DFW","191","0","0","0","0","0"
"AA","07/14/2023","2769","N178US","SEA","DFW","191","0","0","0","0","0"
"AA","07/15/2023","1326","N923US","SEA","DFW","192","0","0","0","0","0"
"AA","07/15/2023","1667","N429AN","SEA","DFW","207","0","0","0","0","0"
"AA","07/15/2023","2415","N994AN","SEA","DFW","198","0","0","0","0","0"
"AA","07/15/2023","2472","N879NN","SEA","DFW","203","0","0","0","0","0"
"AA","07/15/2023","2748","N914UY","SEA","DFW","196","31","0","3","0","0"
"AA","07/15/2023","2767","N908AA","SEA","DFW","208","0","0","0","0","0"
"AA","07/15/2023","2769","N971UY","SEA","DFW","206","2","0","0","0","53"
"AA","07/16/2023","1326","N580UW","SEA","DFW","210","11","0","0","0","43"
"AA","07/16/2023","1489","N199UW","SEA","DFW","191","0","0","0","0","0"
"AA","07/16/2023","1667","N431AN","SEA","DFW","220","0","0","0","0","0"
"AA","07/16/2023","2415","N156AN","SEA","DFW","0","0","0","0","0","0"
"AA","07/16/2023","2472","N837NN","SEA","DFW","188","26","0","0","0","29"
"AA","07/16/2023","2748","N971UY","SEA","DFW","218","0","0","0","0","0"
"AA","07/16/2023","2767","N932AM","SEA","DFW","187","0","0","0","0","0"
"AA","07/16/2023","2769","N182UW","SEA","DFW","187","6","0","0","0","178"
"AA","07/17/2023","1326","N982VJ","SEA","DFW","190","0","0","0","0","0"
"AA","07/17/2023","1667","N421UW","SEA","DFW","187","0","0","0","0","0"
"AA","07/17/2023","2415","N994AN","SEA","DFW","190","3","0","0","0","37"
"AA","07/17/2023","2472","N991AN","SEA","DFW","188","0","0","0","0","0"
"AA","07/17/2023","2748","N556UW","SEA","DFW","188","316","0","0","0","0"
"AA","07/17/2023","2767","N165NN","SEA","DFW","189","0","0","0","0","0"
"AA","07/17/2023","2769","N543UW","SEA","DFW","189","133","0","0","0","2"
"AA","07/18/2023","1326","N134AN","SEA","DFW","191","0","0","0","0","0"
"AA","07/18/2023","1667","N464AA","SEA","DFW","187","0","0","0","0","0"
"AA","07/18/2023","2415","N998AN","SEA","DFW","198","0","0","0","0","0"
"AA","07/18/2023","2472","N144AN","SEA","DFW","190","2","0","0","0","40"
"AA","07/18/2023","2748","N521UW","SEA","DFW","194","0","0","0","0","0"
"AA","07/18/2023","2767","N990AU","SEA","DFW","188","0","0","0","0","0"
"AA","07/18/2023","2769","N552UW","SEA","DFW","190","0","0","0","0","0"
"AA","07/19/2023","1667","N402AN","SEA","DFW","192","0","0","0","0","0"
"AA","07/19/2023","2415","N143AN","SEA","DFW","203","0","0","0","0","0"
"AA","07/19/2023","2472","N953AN","SEA","DFW","193","0","0","0","0","0"
"AA","07/19/2023","2748","N123NN","SEA","DFW","194","0","0","0","0","0"
"AA","07/19/2023","2767","N138AN","SEA","DFW","191","0","0","0","0","0"
"AA","07/19/2023","2769","N122NN","SEA","DFW","217","0","0","0","0","0"
"AA","07/20/2023","1326","N190UW","SEA","DFW","195","0","0","0","0","0"
"AA","07/20/2023","1489","N556UW","SEA","DFW","195","0","0","0","0","86"
"AA","07/20/2023","1667","N409AA","SEA","DFW","195","0","0","0","0","0"
"AA","07/20/2023","2415","N124AA","SEA","DFW","193","0","0","0","0","0"
"AA","07/20/2023","2472","N978NN","SEA","DFW","218","0","0","0","0","0"
"AA","07/20/2023","2748","N167US","SEA","DFW","197","0","0","0","0","0"
"AA","07/20/2023","2767","N118NN","SEA","DFW","193","0","0","0","0","0"
"AA","07/20/2023","2769","N971UY","SEA","DFW","198","0","0","0","0","0"
"AA","07/21/2023","1326","N578UW","SEA","DFW","191","0","0","0","0","0"
"AA","07/21/2023","1489","N562UW","SEA","DFW","190","0","0","0","0","0"
"AA","07/21/2023","1667","N458AL","SEA","DFW","191","0","0","0","0","0"
"AA","07/21/2023","2415","N131NN","SEA","DFW","186","0","0","0","0","0"
"AA","07/21/2023","2472","N132AN","SEA","DFW","194","0","0","0","0","0"
"AA","07/21/2023","2748","N554UW","SEA","DFW","195","16","0","0","0","0"
"AA","07/21/2023","2767","N155NN","SEA","DFW","192","0","0","0","0","0"
"AA","07/21/2023","2769","N194UW","SEA","DFW","193","0","0","0","0","0"
"AA","07/22/2023","1326","N977UY","SEA","DFW","186","0","0","0","0","61"
"AA","07/22/2023","1667","N464AA","SEA","DFW","190","0","0","0","0","0"
"AA","07/22/2023","2415","N521UW","SEA","DFW","194","15","0","0","0","236"
"AA","07/22/2023","2472","N925NN","SEA","DFW","196","0","0","0","0","0"
"AA","07/22/2023","2748","N981UY","SEA","DFW","187","0","0","0","0","0"
"AA","07/22/2023","2767","N163AA","SEA","DFW","198","0","0","0","0","0"
"AA","07/22/2023","2769","N187US","SEA","DFW","194","0","0","0","0","0"
"AA","07/23/2023","1326","N557UW","SEA","DFW","194","0","0","0","0","0"
"AA","07/23/2023","1489","N914UY","SEA","DFW","193","0","0","0","0","34"
"AA","07/23/2023","1667","N464AA","SEA","DFW","189","0","0","0","0","0"
"AA","07/23/2023","2415","N161AA","SEA","DFW","197","0","0","0","0","0"
"AA","07/23/2023","2472","N892NN","SEA","DFW","191","0","0","0","0","0"
"AA","07/23/2023","2748","N587UW","SEA","DFW","194","0","0","0","0","0"
"AA","07/23/2023","2767","N162AA","SEA","DFW","192","0","0","0","0","0"
"AA","07/23/2023","2769","N521UW","SEA","DFW","0","0","0","0","0","0"
"AA","07/24/2023","1326","N188US","SEA","DFW","206","442","0","5","0","269"
"AA","07/24/2023","1667","N450AN","SEA","DFW","196","0","0","0","0","0"
"AA","07/24/2023","2415","N989AU","SEA","DFW","195","1","0","0","0","83"
"AA","07/24/2023","2472","N910AN","SEA","DFW","204","0","0","0","0","0"
"AA","07/24/2023","2748","N782AN","SEA","DFW","194","62","0","0","0","465"
"AA","07/24/2023","2767","N152AA","SEA","DFW","200","0","0","0","0","0"
"AA","07/24/2023","2769","N582UW","SEA","DFW","200","7","0","0","0","16"
"AA","07/25/2023","1326","N166NN","SEA","DFW","193","0","0","0","0","0"
"AA","07/25/2023","1667","N413AN","SEA","DFW","198","60","0","0","0","473"
"AA","07/25/2023","2415","N907AA","SEA","DFW","194","44","0","0","0","0"
"AA","07/25/2023","2472","N974UY","SEA","DFW","196","0","0","0","0","0"
"AA","07/25/2023","2748","N184US","SEA","DFW","193","0","0","0","0","0"
"AA","07/25/2023","2767","N120EE","SEA","DFW","200","71","0","0","0","0"
"AA","07/25/2023","2769","N144AN","SEA","DFW","193","0","0","0","0","0"
"AA","07/26/2023","1667","N433AN","SEA","DFW","199","0","0","0","0","0"
"AA","07/26/2023","2415","N152AA","SEA","DFW","200","0","0","0","0","0"
"AA","07/26/2023","2472","N918NN","SEA","DFW","200","0","0","0","0","0"
"AA","07/26/2023","2748","N582UW","SEA","DFW","201","0","0","0","0","0"
"AA","07/26/2023","2767","N119NN","SEA","DFW","203","0","0","0","0","0"
"AA","07/26/2023","2769","N922US","SEA","DFW","204","13","0","0","0","88"
"AA","07/27/2023","1326","N524UW","SEA","DFW","197","0","0","0","0","0"
"AA","07/27/2023","1489","N192UW","SEA","DFW","198","0","0","0","0","0"
"AA","07/27/2023","1667","N434AN","SEA","DFW","229","0","0","23","0","336"
"AA","07/27/2023","2415","N167AN","SEA","DFW","208","0","0","0","0","0"
"AA","07/27/2023","2472","N825NN","SEA","DFW","211","4","0","3","0","8"
"AA","07/27/2023","2748","N536UW","SEA","DFW","201","0","0","0","0","0"
"AA","07/27/2023","2767","N118NN","SEA","DFW","225","43","0","18","0","0"
"AA","07/27/2023","2769","N544UW","SEA","DFW","202","54","0","0","0","0"
"AA","07/28/2023","1326","N157UW","SEA","DFW","196","0","0","0","0","0"
"AA","07/28/2023","1489","N519UW","SEA","DFW","197","0","0","0","0","16"
"AA","07/28/2023","1667","N428AA","SEA","DFW","199","0","0","0","0","0"
"AA","07/28/2023","2415","N146AA","SEA","DFW","200","0","0","0","0","0"
"AA","07/28/2023","2472","N154AA","SEA","DFW","194","0","0","0","0","0"
"AA","07/28/2023","2748","N133AN","SEA","DFW","202","0","0","0","0","1116"
"AA","07/28/2023","2767","N992AU","SEA","DFW","200","0","0","0","0","0"
"AA","07/28/2023","2769","N977UY","SEA","DFW","200","0","0","0","0","92"
"AA","07/29/2023","1326","N163US","SEA","DFW","197","0","0","0","0","0"
"AA","07/29/2023","1667","N419AN","SEA","DFW","197","0","0","0","0","0"
"AA","07/29/2023","2415","N152AA","SEA","DFW","198","0","0","0","0","0"
"AA","07/29/2023","2472","N942NN","SEA","DFW","202","0","0","0","0","0"
"AA","07/29/2023","2748","N177US","SEA","DFW","198","0","0","0","0","0"
"AA","07/29/2023","2767","N992AU","SEA","DFW","196","0","0","0","0","0"
"AA","07/29/2023","2769","N172US","SEA","DFW","212","14","0","1","0","4"
"AA","07/30/2023","1326","N583UW","SEA","DFW","193","0","0","0","0","0"
"AA","07/30/2023","1489","N170US","SEA","DFW","204","0","0","0","0","0"
"AA","07/30/2023","1667","N426AN","SEA","DFW","204","0","0","0","0","0"
"AA","07/30/2023","2415","N148AN","SEA","DFW","201","0","0","0","0","0"
"AA","07/30/2023","2472","N966NN","SEA","DFW","208","0","0","0","0","0"
"AA","07/30/2023","2748","N184US","SEA","DFW","199","0","0","0","0","0"
"AA","07/30/2023","2767","N164NN","SEA","DFW","201","0","0","0","0","0"
"AA","07/30/2023","2769","N183UW","SEA","DFW","203","0","0","0","0","0"
"AA","07/31/2023","1326","N987AM","SEA","DFW","199","0","0","0","0","0"
"AA","07/31/2023","1667","N437AN","SEA","DFW","205","0","0","0","0","0"
"AA","07/31/2023","2415","N904AA","SEA","DFW","213","6","0","0","0","43"
"AA","07/31/2023","2472","N962NN","SEA","DFW","219","0","0","0","0","0"
"AA","07/31/2023","2748","N192UW","SEA","DFW","0","0","0","0","0","0"
"AA","07/31/2023","2767","N172US","SEA","DFW","207","0","0","0","0","0"
"AA","07/31/2023","2769","N553UW","SEA","DFW","207","0","0","0","0","0"
"AA","08/01/2023","1326","N982VJ","SEA","DFW","206","76","0","0","0","0"
"AA","08/01/2023","1667","N422AN","SEA","DFW","200","0","0","0","0","0"
"AA","08/01/2023","2415","N150NN","SEA","DFW","199","0","0","0","0","0"
"AA","08/01/2023","2472","N138AN","SEA","DFW","203","0","0","0","0","0"
"AA","08/01/2023","2748","N196UW","SEA","DFW","203","0","0","0","0","0"
"AA","08/01/2023","2767","N140AN","SEA","DFW","202","0","0","0","0","0"
"AA","08/01/2023","2769","N582UW","SEA","DFW","206","22","0","0","0","0"
"AA","08/02/2023","1667","N402AN","SEA","DFW","198","0","0","0","0","0"
"AA","08/02/2023","2415","N138AN","SEA","DFW","223","0","0","0","0","0"
"AA","08/02/2023","2472","N801NN","SEA","DFW","207","0","0","0","0","0"
"AA","08/02/2023","2748","N977UY","SEA","DFW","204","0","0","15","0","0"
"AA","08/02/2023","2767","N902AA","SEA","DFW","201","0","0","0","0","0"
"AA","08/02/2023","2769","N132AN","SEA","DFW","205","0","0","0","0","0"
"AA","08/03/2023","1326","N152UW","SEA","DFW","204","0","0","0","0","18"
"AA","08/03/2023","1667","N421UW","SEA","DFW","204","26","0","1","0","0"
"AA","08/03/2023","2415","N579UW","SEA","DFW","204","0","0","0","0","0"
"AA","08/03/2023","2472","N996NN","SEA","DFW","210","0","0","0","0","0"
"AA","08/03/2023","2748","N507AY","SEA","DFW","206","0","0","0","0","0"
"AA","08/03/2023","2767","N131NN","SEA","DFW","204","0","0","0","0","0"
"AA","08/03/2023","2769","N178US","SEA","DFW","203","0","0","0","0","105"
"AA","08/04/2023","1326","N442AN","SEA","DFW","196","0","0","0","23","110"
"AA","08/04/2023","1489","N423AN","SEA","DFW","205","0","0","0","0","0"
"AA","08/04/2023","1992","N161AA","SEA","DFW","202","0","0","0","0","0"
"AA","08/04/2023","2472","N463AA","SEA","DFW","203","0","0","0","0","0"
"AA","08/04/2023","2748","N150UW","SEA","DFW","209","3","0","1","0","75"
"AA","08/04/2023","2767","N147AA","SEA","DFW","201","0","0","0","0","0"
"AA","08/04/2023","2769","N199UW","SEA","DFW","202","0","0","0","0","0"
"AA","08/05/2023","1326","N453AA","SEA","DFW","191","0","0","0","0","0"
"AA","08/05/2023","1489","N468AN","SEA","DFW","197","0","0","0","0","0"
"AA","08/05/2023","1667","N146AA","SEA","DFW","197","0","0","0","0","0"
"AA","08/05/2023","1992","N155NN","SEA","DFW","192","0","0","0","0","0"
"AA","08/05/2023","2472","N437AN","SEA","DFW","189","0","0","0","0","0"
"AA","08/05/2023","2748","N989AU","SEA","DFW","208","0","0","0","0","0"
"AA","08/05/2023","2767","N148AN","SEA","DFW","195","4","0","1","0","41"
"AA","08/05/2023","2769","N185UW","SEA","DFW","196","14","0","2","0","1"
"AA","08/06/2023","1326","N407AN","SEA","DFW","187","0","0","0","0","0"
"AA","08/06/2023","1489","N420AN","SEA","DFW","190","0","0","0","0","0"
"AA","08/06/2023","1667","N991AU","SEA","DFW","191","0","0","0","0","0"
"AA","08/06/2023","1992","N120EE","SEA","DFW","190","6","0","0","0","22"
"AA","08/06/2023","2472","N431AN","SEA","DFW","192","0","0","0","0","0"
"AA","08/06/2023","2748","N145AN","SEA","DFW","190","0","0","0","0","0"
"AA","08/06/2023","2767","N909AM","SEA","DFW","191","0","0","0","0","0"
"AA","08/06/2023","2769","N970UY","SEA","DFW","197","14","0","4","0","4"
"AA","08/07/2023","1326","N461AN","SEA","DFW","189","5","0","0","0","13"
"AA","08/07/2023","1489","N158AN","SEA","DFW","190","623","0","0","0","197"
